"company","domain","country","Size","Annual Revenue","segment","lead_persona","dm_targets","Use AI Tool Level","Use AI Has Tryon","Use AI Has Prompt","Use AI Product Category","Use AI Tool Url","Use AI Tool Evidence","rank_score"
"Marazzi/American Olean","marazziusa.com","US","501-1,000 employees","200M-500M","2-has tryon, no prompt","Digital / Ecommerce","Head of Digital (park)","ADVANCED","yes","no","ceramic and porcelain tile","https://www.marazziusa.com/stylizer","Stylizer: ""Marazzi Stylizer allows you to visualize and design your room with our trending and timeless floor, wall and mosaic tiles"" — users can ""Upload your own picture or choose an existing room,"" with a ""View in a Room"" button on product pages (launches via Roomvo's roomvoStartVisualizer parameter, indicating a third-party engine). Stylizer AI suggests tiles from preset styles (Modern, Coastal, Bohemian, etc.) with regenerate, but does not accept free-text prompts.","65"
"QUA","qua.com.tr","TR","1,001-5,000 employees","200M-500M","2-has tryon, no prompt","Digital / Ecommerce","Head of Digital (park)","ADVANCED","yes","no","technical granite tiles","https://tilesview.ai/app/login.php?login_backend=NDE4MjB0aWxlc3ByZXZpZXdfMTk5NA==","The homepage exposes a direct Tilesview application link and lists “Virtual Tour” among its useful links, indicating a customer-facing visualization entry point. No text-prompt generation feature is stated on the reviewed pages.","65"
"ABITARE LA CERAMICA","abitarelaceramica.it","IT","","10M-25M","5-filters only","Marketing","Owner / Founder (size unknown)","BASIC","no","no","porcelain and ceramic tiles","https://abitarelaceramica.it/ab-collezioni","The collections page states “Ricerca la tua collezione” and lists “Formati,” indicating basic collection and format picking. The reviewed official pages do not state that customers can preview products in a room, upload a photo, or generate a visual from a text prompt.","64"
"CAPRI CERAMICHE","ceramichecapri.it","IT","","10M-25M","5-filters only","Marketing","Owner / Founder (size unknown)","BASIC","no","no","porcelain ceramic tiles","http://ceramichecapri.it/en/collections-filter","The site lists “Collections filter” and organizes products by effects and collections. This supports BASIC functionality for filtering or selecting products, but no wording indicates an interactive room/photo preview or prompt-based generation.","64"
"CIPI'","cipitaly.it","IT","","10M-25M","5-filters only","Marketing","Owner / Founder (size unknown)","BASIC","no","no","bathroom furniture and accessories","https://cipitaly.it/en/modelli-3d/","The site states: “On this page you can download 3D .fbx models of our products to use in your design software.” This is a downloadable 3D model library, not an interactive room or photo visualization tool, so it is classified as BASIC rather than ADVANCED.","64"
"ISLA TILES","islatiles.it","IT","","10M-25M","5-filters only","Marketing","Owner / Founder (size unknown)","BASIC","no","no","floor and wall tiles","https://www.islatiles.it/collezioni?lang=en","The Collections page offers “Product mode Gallery mode” and filters such as Metal, Wood, Stone, Marble, and Concrete. This is a basic browse-and-filter experience rather than an in-room or prompt-based visualizer; no customer-facing try-on or text-generation feature is stated.","64"
"REMER RUBINETTERIE","remer.eu","IT","","10M-25M","5-filters only","Marketing","Owner / Founder (size unknown)","BASIC","no","no","bathroom and kitchen faucets","https://www.remer.eu/","The homepage says “LE NOSTRE FINITURE” and “Scopri le opzioni di finitura e personalizza la tua rubinetteria di bagno e cucina” (“Discover the finish options and personalize your bathroom and kitchen faucets”). This supports a basic finish-selection tool, not an in-room visualizer or prompt-based generator.","64"
"SAIME CERAMICHE DAL 1938","saimeceramiche.com","IT","","10M-25M","5-filters only","Marketing","Owner / Founder (size unknown)","BASIC","no","no","porcelain stoneware tiles","https://www.saimeceramiche.com/en/collections/","The collections page explicitly offers “Filter by” options including “Stone effect,” “Concrete&Terracotta Effect,” “Color effect,” “Wood effect,” and “Marble effect.” This supports a BASIC product-filtering tool, but no interactive room preview or prompt-based visual generator is shown.","64"
"KT Exclusive GmbH","kt-exclusive.com","DE","","5M-10M","5-filters only","Marketing","Owner / Founder (size unknown)","BASIC","no","no","wallcoverings, fabrics, trimmings","https://www.kt-exclusive.com/en/gallery/wallcoverings/kt-exclusive/tiles.html","The site labels a “Wallpaper Calculator” and states, “This calculator estimates the amount of wallpaper you require.” It asks users to enter room dimensions and select product dimensions, making it a BASIC quantity calculator rather than an in-room visualizer or prompt tool.","63"
"ACQUARIODUE","acquariodue.com","IT","","1M-5M","5-filters only","Marketing","Owner / Founder (size unknown)","BASIC","no","no","ceramic tile collections","https://en.acquariodue.com/category/all-products","The official catalogue uses the labels “Browse by,” “Filter by Price,” and “Sort by,” and lists “51 products.” This supports BASIC catalogue filtering only; no in-room preview, uploaded-photo, or text-prompt function is exposed there.","62"
"EVOLUZIONI CERAMICHE","evoluzioniceramiche.com","IT","","1M-5M","5-filters only","Marketing","Owner / Founder (size unknown)","BASIC","no","no","ceramic flooring and wallcoverings","https://go.dimensione3.com/evoluzioni-ceramiche-cersaie-bologna-2024","The homepage links to “CLICK HERE AND SEE OUR STAND IN 3D AT CERSAIE 2024.” This is an interactive 3D exhibition-stand visualization, but the site does not evidence a room configurator, product composer, uploaded-photo preview, or text-prompt generator.","62"
"Mediterra Tile","mediterratile.com","US","","1M-5M","5-filters only","Marketing","Owner / Founder (size unknown)","BASIC","no","no","handmade ceramic tiles","https://mediterratile.com/collections","The Collections page describes a “Wide Selection of Aesthetic Handmade Tiles” and includes a “Glaze Palette.” It presents collection imagery and labels but no interactive room preview, upload-based visualization, or prompt-generation feature, so the existing tool is BASIC rather than ADVANCED.","62"
"APAVISA PORCELANICO","apavisa.com","ES","201-500 employees","75M-200M","3-composes, no room view","Digital / Ecommerce","Head of Digital (park)","ADVANCED","no","no","porcelain floor and wall tiles","https://apavisa.com/en/tools-visualisation-3d-tiles","Apavisa states, “we offer two powerful 3D design tools so you can visualise how our ceramic collections will look in any room.” The page describes pre-designed scenes and creating 3D projects from scratch, with tools linked through RealityRemod and TilePlanner.","61"
"DUKA","duka.it","IT","201-500 employees","75M-200M","3-composes, no room view","Digital / Ecommerce","Head of Digital (park)","ADVANCED","no","no","shower enclosure systems","https://www.duka.it/en/configurator.html","The site says, “Design your perfect shower enclosure in just a few clicks.” It describes a “realistic 3D visualisation” that lets users see every detail and links to the standalone configurator.","61"
"MARCA CORONA","marcacorona.it","IT","201-500 employees","75M-200M","3-composes, no room view","Digital / Ecommerce","Head of Digital (park)","ADVANCED","no","no","porcelain stoneware tiles","https://www.marcacorona.it/en/mix-and-match/","The site describes Mix and Match as “a true professional tool” and invites users to “choose the porcelain stoneware effect and the perfect colour” to “Create unique and elegant rooms.” No text-prompt generation or upload-your-own-room feature is stated.","61"
"AZZURRA CERAMICA","azzurraceramica.it","IT","","500K-1M","1-MANUAL no tool","Design / Product","Owner / Founder (size unknown)","MANUAL","no","no","ceramic sanitaryware bathroom furniture","https://www.azzurraceramica.com/bespoke-bathroom/bespoke-color/","The site offers 'Bespoke Colour – Customise Sanitary Ware', stating 'Azzurra Ceramica proposes a wide range of colours to complete your bathroom design project with extreme elegance and authenticity', i.e. customisation delivered by people rather than a self-service visualiser. No visualizer, configurator, room-preview or prompt-based tool was found in the site's navigation or product pages.","60"
"COTTOVIETRI","cottovietri.it  cplustiles.com","IT","","","5-filters only","Marketing","Owner / Founder (size unknown)","BASIC","no","no","handmade ceramic tiles","https://www.cottovietri.it/wp-content/uploads/2022/07/catalogo-DEF-Giugno2016.pdf","The site labels a “Catalogo” and states: “Inserisci i tuoi dati, riceverai una mail per scaricare catalogo e cartella colore.” No interactive room visualizer, uploaded-photo preview, or prompt-based generation feature is stated on the reviewed pages.","60"
"DNA TILES","dnatiles.com","ES","","","5-filters only","Marketing","Owner / Founder (size unknown)","BASIC","no","no","ceramic and porcelain tiles","https://dnatiles.com/en/collections","The collections page provides 'FILTERS' for shapes, colours, finishes, looks, and materials. The site also offers 'downloadable resources' and 'complete catalogs' of its collections, images, and technical details, but does not state that these resources provide an interactive preview.","60"
"LEONARDO - EVOLUTIONSTILE","leonardoceramica.com","IT","","","5-filters only","Marketing","Owner / Founder (size unknown)","BASIC","no","no","ceramic and porcelain tiles","https://leonardoceramica.com/en/collections/","The site says, “The Leonardo APP allows you to access all the sales, marketing and merchandising contents you need,” and also links to a “General catalogue.” It does not describe room placement, uploaded-photo previews, composed designs, or text-prompt generation.","60"
"Erfurt & Sohn KG","erfurt.com","DE","201-500 employees","25M-75M","3-composes, no room view","Digital / Ecommerce","Head of Digital (park)","ADVANCED","no","no","wallpaper and wallcoverings","https://erfurt.juicywalls.pro/","The site promotes its digital photo wallpaper with an 'Easy-to-use online configurator' and states on the JuicyWalls page: 'Find a retailer / Wallpaper configurator … You can also easily customise your chosen wallpaper online.' The configurator (erfurt.juicywalls.pro) is the company's own tool for composing custom wall designs; no room-photo try-on or AI text-prompt feature was found.","60"
"CERAMICA MAYOR","ceramicamayor.com","ES","2-10 employees","500K-1M","2-has tryon, no prompt","Digital / Ecommerce","Owner / Founder","ADVANCED","yes","no","porcelain stoneware pool systems","https://www.ceramicamayor.com/en/simulator/","The site's 'Design Your Pool' simulator invites customers to 'Explore different porcelain tile combinations and find the option that best suits your pool and outdoor space', and it is promoted as a pool simulator that lets users 'explore materials, compare combinations, and visualize the final result in minutes'. No text-prompt/AI generation feature was found.","58"
"EMAC®","emac-italia.it","ES","2-10 employees","500K-1M","2-has tryon, no prompt","Digital / Ecommerce","Owner / Founder","ADVANCED","yes","no","tile profiles and trims","https://emac.es/en","The EMAC® Group site states that it offers “a useful, efficient, augmented reality tool for selecting and prescribing its Structural Joints System before saving.” No wording indicates that the tool accepts natural-language prompts.","58"
"ALELUIA CERAMICS","aleluia.pt","PT","201-500 employees","75M-200M","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","wall and floor tiles","","The site lists collections such as “Cement,” “Wood,” “Marble,” “Stone,” and “Hand Painting,” and provides downloadable catalogues, but the reviewed pages contain no customer-facing visualizer, configurator, room preview, or text-prompt generation tool.","51"
"CERAMICA DOLOMITE","ceramicadolomite.it","IT","201-500 employees","75M-200M","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","bathroom ceramics and sanitaryware","","No customer-facing design, visualization, or configurator tool appears anywhere on the site: the main navigation covers only products/collections, news, company and Design & technology pages, and the Design & technology section describes glaze durability and rimless flushing ('Ceramica Dolomite's glazes do not stop at appearances, but are champions of durability'), not any interactive tool.","51"
"CINCA","cinca.pt","PT","201-500 employees","75M-200M","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","wall and floor tiles","","The site presents named tile collections with “SEE MORE” links and product information, including downloadable product documents. No visualizer, configurator, room preview, or text-prompt design feature is stated on the reviewed official pages.","51"
"FN NEUHOFER HOLZ","fnprofile.com","AT","201-500 employees","75M-200M","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","skirting boards and panels","","The site labels its content “A range overview” and “Our product overview,” listing product groups for browsing, but the reviewed official pages contain no stated interactive visualizer, configurator, room planner, upload preview, or prompt-based design tool.","51"
"IL CAVALLINO","ceramicacavallino.it","IT","201-500 employees","75M-200M","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","porcelain stoneware tiles","","The collection page describes “Gres Porcellanato | Pavimento & RIVESTIMENTO” and provides “SCARICA CATALOGO” and “SCARICA SCHEDA TECNICA”; no customer-facing visualizer, configurator, room preview, upload-photo, or text-prompt feature is identified on the reviewed pages.","51"
"NOVABELL CER.ITALIANE","novabell.it","IT","201-500 employees","75M-200M","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","porcelain stoneware tiles","","The site's navigation and downloads section offer only downloadable catalogues (General Catalogue 2025, OutWalk, OutWall Facade, Oversize, etc.) and a Reserved Area for logging in to download high-resolution images; the 2026 catalogues page describes its 'tools' as materials 'designed to support designers and professionals in selecting and using surfaces' with no interactive visualizer, configurator, or AI feature.","51"
"PHILIPP PLEIN","plein.com","CH","201-500 employees","75M-200M","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","luxury fashion apparel","","The reviewed official pages show shopping categories and collection links such as “Men's Clothing,” “Women's Dresses,” “Women's Bags,” and “DISCOVER FOR MEN/WOMEN,” but no visualizer, configurator, interactive try-on, or AI prompt tool is stated; tool level is therefore NONE.","51"
"ROYAL CERAMICA","royalceramica.com","EG","1,001-5,000 employees","75M-200M","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","ceramic tile collections","","The site presents “Featured Designs” and named collections such as “Floor, Wood” and “Marble, Wall,” while its market page describes retail presence through agents and El Sallab Group showrooms. No visualizer, configurator, room planner, upload-photo, or text-prompt tool is stated on the reviewed pages.","51"
"TUSCANIA","tuscaniagres.it","IT","201-500 employees","75M-200M","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","porcelain stoneware tiles","","The site presents “Series” for floorings and coverings and lists named collections and room galleries, but the reviewed pages do not identify an interactive design, visualization, configurator, room-preview, upload, or prompt tool.","51"
"TAB Surfaces - Natural Stone and QUARTZ","tabindia.com","IN","501-1,000 employees","75M-200M","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","stone and quartz slabs","","The site presents natural stone and quartz products, including slab sizes, featured colors, and project references, but no interactive visualizer, configurator, room-preview, upload-photo, or text-prompt feature is identified.","51"
"A.S. Création Tapeten AG","as-creation.com","DE","501-1,000 employees","75M-200M","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","wallpaper and photo murals","","The site promotes “trendiges Design und atemberaubende Tapeten” and links to “Inspiration & Trends” and “Fototapeten Entdecken.” No interactive visualizer, configurator, room-preview, upload, or prompt-generation feature is identified, so the tool level is NONE.","51"
"BONZA","bonzavitrified.com","IN","201-500 employees","25M-75M","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","vitrified ceramic tiles","","The site lists “Home About Product Certificate Download Event Contact” and multiple product collections organized by size and finish. It describes “our approach to tile making,” but no visualizer, configurator, room preview, or prompt-generation feature is shown.","50"
"ENERGIEKER","energieker.it","IT","201-500 employees","25M-75M","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","porcelain stoneware surfaces","","No design or visualization tool was found anywhere on the site: the main navigation contains only Collections, Categories, Inspirations, Professionals, Technologies and Company sections, plus a product search ('Search for products'), and the Inspirations pages are static image galleries with no room-preview, photo-upload, configurator or prompt-based AI feature.","50"
"WOW DESIGN","wowdesigneu.com","ES","201-500 employees","25M-75M","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","ceramic tile collections","","The site promotes “CREATE YOUR WOW SPACE WITH OUR DISPLAYS!” and lists “WOW Smart,” but the available wording describes displays rather than an interactive visualizer, configurator, photo try-on, or prompt-based design tool.","50"
"Bluetone Ceramic","bluetoneceramic.com","IN","201-500 employees","25M-75M","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","porcelain and ceramic tiles","","The site lists “Ceramic Wall Tiles,” “Porcelain Tiles,” and “Ceramic Floor Tiles,” while its useful links include Home, About Us, Inquiry, Contact, Exports, Certificates, Technical Specs, and Blog; no customer-facing visualizer or configurator is stated.","50"
"XIAMEN ELIN LANDO INDUSTRIAL CO.,LTD","elinlandomarble.com","CN","201-500 employees","25M-75M","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","marble mosaics and tiles","","The homepage lists “TILE,” “MOSAIC,” “CERAMIC,” “MOLDING,” “GLASS,” and “MARBLE SLAB,” and labels another section “NEW DESIGNS.” No customer-facing visualization or prompt feature is present in the reviewed site content.","50"
"The Wallfashion House NV","grandecogroup.com","BE","201-500 employees","25M-75M","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","wallpaper decorative wall panels","","The site navigation presents “Wallpapers,” “Collections,” “Inspiration,” and “Dealer login,” while the corporate offer describes wallpaper production and distribution; no customer-facing visualizer, configurator, room preview, or prompt feature is identified.","50"
"DEMOSAICA","demosaica.com","ES","2-10 employees","500K-1M","3-composes, no room view","Digital / Ecommerce","Owner / Founder","ADVANCED","no","no","handmade cement and zellige tiles","https://zellige.demosaica.com/?lang=en","The site's 'MAKE YOUR OWN DESIGN' section links a 'Cement Tile Simulator' and a 'Zellige Simulator', and the zellige page states: 'Customise any of our zellige models and create your own design.' The FAQ adds: 'We have online simulators that can help you find the desired design.'","48"
"ANATOLIA","anatolia.com","CA","201-500 employees","200M-500M","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","tiles, stone, and slabs","","The site provides category links for “EXPLORE CERAMIC + PORCELAIN,” “EXPLORE NATURAL STONE,” “EXPLORE MOSAICS,” and “EXPLORE SINTERED SLABS,” but the gathered site content does not evidence a customer-facing visualizer, configurator, room preview, or prompt-based design feature.","45"
"BALDOCER","baldocer.com","ES","501-1,000 employees","200M-500M","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","porcelain ceramic tiles","","The official downloads-page navigation includes “Create 3D,” but the available wording does not describe an interactive room preview, uploaded-photo visualization, composed surface preview, or text-prompt generation; therefore no customer-facing design tool is verified.","45"
"CERAMICA CARMELO FIOR","carmelofior.com.br","BR","1,001-5,000 employees","200M-500M","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","ceramic floors and coverings","","The products page includes “Compare seu Produto” and product download functionality, but no wording or feature for a visualizer, configurator, room preview, uploaded-photo preview, or text-prompt generation is shown.","45"
"CERCOM","cercomceramiche.it","IT","201-500 employees","","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","porcelain stoneware tiles","","The site presents “Product mode” and “Gallery mode” for its collections and lists named collections with colours and surfaces, but it does not state that customers can place products in a room, upload a photo, configure a composition, or generate a visual from a text prompt.","45"
"CIR","cir.it","IT","201-500 employees","","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","porcelain stoneware tiles","","The site presents product “collections” including “CALCAREA,” “FOREVER COLOR,” and “PORTA NUOVA,” plus “LAYING SUGGESTIONS,” but it does not present a customer-facing visualizer, configurator, room preview, or prompt-based design tool. No interactive design tool is evidenced, so the tool level is NONE.","45"
"ETILE / ELAM","etile.es","ES","501-1,000 employees","200M-500M","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","ceramic tile collections","","The site directs visitors to “VER COLECCIONES” and offers “Descargar Catálogo General Etile 2026,” but no customer-facing visualizer, configurator, or prompt-based design feature is stated.","45"
"FELTRINELLI LIBRERIE","lafeltrinelli.it","IT","1,001-5,000 employees","500M-1B","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","books, media, games, stationery","","The site presents shopping functions including “Categorie,” “Prodotti,” and “Ricerca avanzata,” while its customer-service navigation lists “Negozi,” “Eventi,” and “Prenota e ritira”; no customer-facing design or visualization tool is stated.","45"
"GANI MARBLE TILES","ganimarbletiles.com","CN","1,001-5,000 employees","200M-500M","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","porcelain marble surfaces","","The site describes GANI as a “porcelain surface solution” and presents “Featured Products” and “Projects”; no customer-facing design or visualization feature is stated in the available site content.","45"
"KLUDI","kludi.com","DE","501-1,000 employees","200M-500M","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","bathroom and kitchen fixtures","","The site lists “Basin Mixers,” “Shower Systems,” “Kitchen Collections,” and “Water Closets,” while the reviewed pages only provide product categories and store discovery; no customer-facing design tool is stated.","45"
"LAMINAM","laminam.com","IT","501-1,000 employees","200M-500M","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","large ceramic surface slabs","","The site states that “Laminam produces ceramic slabs” used in “exterior architecture, interior design and furnishings,” and lists applications including wall cladding, flooring, kitchen worktops, and furnishing elements. No customer-facing design or visualization tool is identified in the reviewed site navigation or product content, so the tool level is NONE.","45"
"QUTONE CERAMIC","qutoneceramic.com","IN","1,001-5,000 employees","200M-500M","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","ceramic and vitrified tiles","","The site navigation lists company, portfolio, blog, and collection pages, while the dedicated downloads page is a catalogue directory with collection and size-based catalogue links. No visualizer, room-preview, configurator, upload-photo, or prompt feature is stated on the reviewed pages.","45"
"SERENISSIMA","serenissima.re.it","IT","201-500 employees","","4-no design step","Marketing","Head of Digital (park)","NONE","no","no","porcelain stoneware tiles","","The collection page labels the product “GLAZED PORCELAIN STONEWARE” and offers “View colours and sizes” plus product downloads; the homepage lists Serenissima collections but shows no customer-facing visualizer, room planner, upload preview, or prompt feature.","45"
"ANKA SERAMIK","ankaseramik.com.tr","TR","501-1,000 employees","75M-200M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","ceramic and porcelain tiles","http://www.ankaseramik.com.tr/en/products-13","The products page provides filters labeled “Texture,” “Dimensions,” “Colors,” “Areas of Use,” “Features,” “Category,” and “Surface Type,” followed by “ALL PRODUCTS.” No room visualizer, upload-based preview, or text-prompt generator is stated, so the tool is BASIC rather than ADVANCED.","41"
"AZULEV","azulev.com","ES","201-500 employees","75M-200M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","ceramic floor and wall tiles","https://www.azulev.com/en/downloads/","The site's only design-related offering is downloadable catalogues: the Company page states ""At the cutting edge of ceramic design trends"" with a ""DOWNLOAD THE CATALOGUE"" link to the Downloads section. No visualizer, configurator, room preview, or AI feature appears in the navigation, homepage, or company pages.","41"
"BERTOLOTTO","bertolotto.com","IT","201-500 employees","75M-200M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","interior and armored doors","https://www.bertolotto.net/design-doors","The site says, “Browse our Designer Interior Doors and request our catalogues.” This supports a BASIC catalogue-browsing/picking experience; no interactive visualizer or prompt-based design feature is stated on the reviewed pages.","41"
"CENTURY","century-ceramica.it","IT","201-500 employees","75M-200M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","porcelain stoneware tiles","https://www.century-ceramica.it/en/products/","The products page offers only filter-based picking — 'Settings Bathroom (14)... Colors Anthracite (11)... Effects Cement (5)... SIZES 120x278 cm...' — plus downloadable PDF catalogues such as 'Catalogo_generale_interattivo_Century_05'25'. No room visualizer, uploaded-photo preview, configurator, or AI prompt tool was found in the navigation, product pages, technical area, or downloads.","41"
"COEM","coem.it","IT","201-500 employees","75M-200M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","porcelain stoneware tiles","https://www.coem.it/en/floor-and-wall-tiles/","The collections page offers only pick-and-filter helpers: 'Select Environment', 'Select Effect', 'Select Size' and 'Select Colour' with a 'Find your collection' reset, with no composed room preview or uploaded-photo visualizer. No visualizer, configurator, AI or 'design your own' tool appears in the site navigation or product pages.","41"
"COLORKER","colorker.com","ES","201-500 employees","75M-200M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","ceramic floor and wall tiles","https://www.colorker.com/360/lux360/index.html","The site offers the LUX 360º virtual showroom and a collections page with filters, where users can 'access colour changes, extensive technical information, the image carousel and download catalogues', with 'additional 360º scenes, showing the product in real rooms'. No tool lets customers upload their own photo or generate a visual from a text prompt.","41"
"COVERLAM","grespania.com","ES","201-500 employees","75M-200M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","large format porcelain surfaces","https://www.grespania.com/en/products","The site's product finder states: ""Easily find the ceramic product you need with our convenient online product search engine."" It offers only filtering (typology, look, brand, thickness, finish) and downloadable catalogues; no interactive room visualizer, uploaded-photo try-on, or prompt-based generator was found in the navigation, product pages, or brand pages.","41"
"DUNE CERAMICA","duneceramics.com","ES","201-500 employees","75M-200M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","ceramic tiles and mosaics","https://duneceramics.com/en/products","The products page states “3D design applications that contains our product portfolio” and links to Aplicad, Domus3D, Palette CAD, Tile Look, and Virtual Worlds. The site does not state that these provide a Dune-operated room-photo preview or text-prompt generator.","41"
"ERMESAURELIA","ermesaurelia.it","IT","201-500 employees","75M-200M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","porcelain stoneware surfaces","https://www.ermesaurelia.it/dettaglio/luni/182","The product page labels a static section “GAMMA COLORI” and lists “BEIGE,” “AVORIO,” “BIANCO,” and “GRIGIO”; it also provides a “Catalogo di serie.” No in-room, upload-photo, or prompt-generation function is shown.","41"
"FRASSINORO CERAMICHE","frassinoroceramiche.it","IT","201-500 employees","75M-200M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","porcelain stoneware tiles","https://www.frassinoroceramiche.it/collezioni/","The Collections page offers only catalogue filtering — 'Filtri … Effetti: Cementine Cemento Legno Marmo Metallo Pietra Colori … Mix&Match Visualizza i risultati' — with no room preview, uploaded-photo try-on, configurator, or generated visual. G3NIUS, the only similarly named navigation item, is an eco-sustainable product technology line ('I prodotti sviluppati con tecnologia G3NIUS… gres porcellanato a basso impatto ambientale'), not a design tool.","41"
"IMPRONTA","italgranitigroup.com","IT","201-500 employees","75M-200M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","porcelain stoneware surfaces","https://www.italgranitigroup.com/en/collections/impronta","The page is labelled “Impronta Collections” and provides filters including “effect,” “Technology,” “Setting,” “Purpose,” and “Colors.” No interactive room, uploaded-photo, or prompt-based preview is stated, so the detected tool is a BASIC catalogue-filtering tool.","41"
"MONOCIBEC","monocibec.it","IT","201-500 employees","75M-200M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","porcelain floor and surface tiles","https://www.monocibec.it/en/products/","The Products page offers only search filters (Settings: Bathroom, bedroom, Kitchen, Living, Outdoor; Colors; Effects; Sizes) and downloadable PDF catalogues such as 'Catalogo_generale_interattivo_Monocibec_05'25.pdf'; no room visualizer, configurator, or AI design tool appears anywhere on the site.","41"
"PAFFONI","paffoni.it","IT","201-500 employees","75M-200M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","bathroom and kitchen faucets","http://paffoni.it/it/prodotti","The products page offers “FILTRA” controls for “Tipologia,” “Categoria,” and “Finitura,” followed by “CERCA IL TUO PRODOTTO.” This is a basic catalogue filtering tool, with no stated composed room preview or visual generation.","41"
"PERONDA","peronda.com","ES","201-500 employees","75M-200M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","wall and floor tiles","https://peronda.com/en","The site navigation lists “TOOLS & Resources” and “Downloads · 3D,” supporting a basic downloadable-resource tool level. No wording indicates an interactive room visualizer, uploaded-photo preview, or AI text-prompt tool.","41"
"PIEMME","ceramichepiemme.it","IT","201-500 employees","75M-200M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","porcelain stoneware tiles","https://www.ceramiche-piemme.com/it/prodotto/ibla/","Collection browsing is limited to filters by 'Ambienti, Colori, Effetti, Formati' plus an 'interactive PDF catalogue' and a 'Virtual Tour' for the Ibla series; no room-upload visualizer, configurator, or AI tool was found anywhere on the site.","41"
"TERMAL SERAMIK","termalseramik.com.tr","TR","501-1,000 employees","75M-200M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","ceramic and porcelain tiles","https://www.termalseramik.com.tr/en/products","The Products page says “Choose category” and instructs users to sort products “by color, size or production group,” which is a basic product finder. The site describes its 360° feature as a way to “visit our fairgrounds 24/7,” not as an in-room product preview or configurator.","41"
"ITACA CERAMIC PRIVATE LIMITED","itaca.in","IN","501-1,000 employees","75M-200M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","ceramic GVT and slab tiles","https://www.itaca.in/catalogues.php","The site's only design-related offering is downloadable catalogues: 'Download Exclusive Catalogues – Discover the full world of Itaca through our exclusive digital catalogues.' No visualizer, configurator, room preview, upload-photo feature, or AI/prompt tool appears anywhere in the navigation, technology, about, or catalogue pages.","41"
"Marburger Tapetenfabrik J.B. Schaefer GmbH & Co. KG","marburg.com","DE","201-500 employees","75M-200M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","wallpaper and wallcoverings","https://marburg.com/en/","The site says, “Discover our exclusive wallpaper collections in a modern, interactive format” and that “Our digital catalogs allow you to browse through our collections.” This supports a BASIC catalogue-browsing tool, not an in-room visualizer or prompt-based generator.","41"
"DUSCHOLUX","duscholux.com","CH","201-500 employees","25M-75M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","shower and bath solutions","https://www.duscholux.com/en/Configurator/","The site provides a “Configurator” with the steps “Shower design,” “Door type,” “Product family,” “Series,” “Options,” and “Summary,” including choices such as “Niche,” “Corner,” and “Walk-in.” The available wording indicates product selection and configuration, but does not show an in-room preview, uploaded-photo tool, or text-prompt generation.","40"
